id,name,role,existing_archetype,epithet,note_reason
cv3_villain_004,Linnea J. Berg,villain,show-stealing trickster caught in a mystery conflict,The Rigged Punchline,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_005,Jian K. Zhou,villain,custodian claiming divine authority caught in a supernatural conflict,The Godless Haunting,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_006,Simone K. Campbell,villain,broker who exploits unseen obligations caught in a cooking conflict,The Hungry Revenant,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_007,Nadim K. Haddad,villain,ruthless taste-maker caught in a fantasy conflict,The Enchanted Appetite,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_008,Zofia K. Nowak,villain,usurping court patron caught in a supernatural conflict,The Spirit Usurper,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_009,Aamir K. Malik,villain,record holder who rigs the conditions caught in a cooking conflict,The Rationed Finish Line,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_010,Amihan K. Reyes,villain,clan magistrate enforcing an unjust oath caught in a cooking conflict,The Withheld Harvest,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_011,Kamau K. Mwangi,villain,spymaster turning every alliance into leverage caught in a cooking conflict,The Poisoned Provision,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_012,Aminata K. Diop,villain,spymaster turning every alliance into leverage caught in a cyber conflict,The Masked Mainframe,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_013,Haruki K. Mizuhara,villain,surveillance monopolist caught in a idol conflict,The Manufactured Idol,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_014,Abena K. Mensah,villain,self-appointed ruler from elsewhere caught in a military conflict,The Invader Beyond Worlds,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_015,Cian K. Byrne,villain,controller of a colony lifeline caught in a cyber conflict,The Orbital Overwriter,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_016,Leela K. Rao,villain,usurping court patron caught in a horror conflict,The Dreadful Enchantment,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_017,Minjun K. Seo,villain,spymaster turning every alliance into leverage caught in a fantasy conflict,The Forbidden Technique,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_018,Adaeze K. Okoye,villain,architect of a convincing false account caught in a fantasy conflict,The Counterfeit Prophecy,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_019,Elias K. Lind,villain,usurping court patron caught in a pirate conflict,The Enchanted Plunderer,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_020,Lucia K. Vega,villain,clan magistrate enforcing an unjust oath caught in a fantasy conflict,The Oath-Eating Blade,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_021,Andre L. Morgan,villain,fleet owner demanding obedience caught in a horror conflict,The Iron Nightmare,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_022,Rania L. Nasser,villain,keeper of a predatory refuge caught in a nordic conflict,The Winter Terror,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_023,Lukasz L. Kowalski,villain,clan magistrate enforcing an unjust oath caught in a horror conflict,The Gallows Duelist,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_024,Sana L. Khan,villain,broker who exploits unseen obligations caught in a idol conflict,The Dead's Applause,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_025,Paolo L. Santos,villain,star who controls the spotlight caught in a magical conflict,The Wish-Eating Star,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_026,Wanjiku L. Njoroge,villain,clan magistrate enforcing an unjust oath caught in a idol conflict,The Golden Retainer,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_027,Malik L. Sarr,villain,gatekeeper of a comfortable status quo caught in a isekai conflict,The Unwelcome Homecoming,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_028,Misaki L. Fujimori,villain,self-appointed ruler from elsewhere caught in a mystery conflict,The Fabricated Portal,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_029,Kwame L. Owusu,villain,custodian claiming divine authority caught in a romance conflict,The Heartless Oracle,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_030,Orla L. Doyle,villain,clan magistrate enforcing an unjust oath caught in a isekai conflict,The Stranger's Shogun,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_031,Arjun L. Iyer,villain,self-appointed ruler from elsewhere caught in a pirate conflict,The Otherworld Corsair,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_032,Sumin L. Han,villain,spymaster turning every alliance into leverage caught in a isekai conflict,The Exile's Mask,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_033,Emeka L. Obi,villain,clan magistrate enforcing an unjust oath caught in a magical conflict,The Cursed Scabbard,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_034,Linnea L. Berg,villain,guardian who hoards transformation power caught in a pirate conflict,The Wishbound Raider,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_035,Mateo L. Torres,villain,spymaster turning every alliance into leverage caught in a magical conflict,The Stolen Technique,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_036,Lian L. Lin,villain,broker who exploits unseen obligations caught in a magical conflict,The Unquiet Wish,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_037,Nadim M. Haddad,villain,fleet owner demanding obedience caught in a martial conflict,The Mechanised Fist,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_038,Zofia M. Nowak,villain,owner of an isolated northern trade route caught in a survival conflict,The Withheld Winter Shelter,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_039,Aamir M. Malik,villain,fleet owner demanding obedience caught in a mystery conflict,The Iron Alibi,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_040,Amihan M. Reyes,villain,fleet owner demanding obedience caught in a samurai conflict,The Tyrant's Exoskeleton,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_041,Kamau M. Mwangi,villain,fleet owner demanding obedience caught in a shinobi conflict,The Covert Colossus,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_042,Aminata M. Diop,villain,fleet owner demanding obedience caught in a supernatural conflict,The Possessed Circuit,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_043,Haruki M. Mizuhara,villain,commander sacrificing people to doctrine caught in a mythology conflict,The War God's Claim,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_044,Abena M. Mensah,villain,clan magistrate enforcing an unjust oath caught in a military conflict,The Clan's Iron Levy,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_045,Cian M. Byrne,villain,spymaster turning every alliance into leverage caught in a military conflict,The Invisible Occupation,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_046,Leela M. Rao,villain,clan magistrate enforcing an unjust oath caught in a shinobi conflict,The Double Oath,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_047,Minjun M. Seo,villain,spymaster turning every alliance into leverage caught in a mythology conflict,The Myth Behind Masks,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_048,Adaeze M. Okoye,villain,clan magistrate enforcing an unjust oath caught in a nordic conflict,The Winter Magistrate,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_049,Elias M. Lind,villain,owner of an isolated northern trade route caught in a slice conflict,The Frozen Hearth,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_050,Lucia M. Vega,villain,spymaster turning every alliance into leverage caught in a slice conflict,The Familiar Impostor,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_051,Jian M. Zhou,villain,shelter keeper rationing hope caught in a space conflict,The Last Oxygen Toll,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
cv3_villain_052,Simone M. Campbell,villain,clan magistrate enforcing an unjust oath caught in a shinobi conflict,The Retainer's Betrayal,Combines visible-affinity imagery into a distinct player-facing epithet; hidden affinity excluded.
