id,name,archetype,epithet,img,personality,role,type,visibleAff1,visibleAff2,hiddenAff,gender,species,ageBand,culturalBasis
v4_mascot_shonen_033,Hail,Tasting-Room Wayfarer Sidekick,Wayfarer Tasting Room,cast/v4/v4_mascot_shonen_033.webp,"Hail makes tea before delivering bad news; when it matters, Hail believes care is easier to trust when it arrives warm.",pet,shonen,isekai,cooking,romance,male,frost sprite,adult animal,invented spirit folklore
v4_mascot_shonen_034,Waver,Grave-Light Familiar,Grave Light Starwake,cast/v4/v4_mascot_shonen_034.webp,"Waver does not let fear turn other people into punchlines. Away from the pressure, Waver always checks whether the quietest person agrees.",pet,shonen,horror,space,comedy,female,spectral jellyfish,ageless,aquatic dream fantasy
v4_mascot_shonen_035,Kairo,Shelter Helper,Shelter Retainer,cast/v4/v4_mascot_shonen_035.webp,"Kairo keeps one old map even after learning the route; under pressure, Kairo repays slights with competence instead of noise.",pet,shonen,survival,samurai,shinobi,male,travelling heron,adult animal,migratory travel tale
v4_mascot_shonen_036,Slink,Frontline Mascot,Frontline Night Thread,cast/v4/v4_mascot_shonen_036.webp,"Slink stays disciplined without becoming rigid, but Slink also writes down compliments because saying them is harder.",pet,shonen,military,shinobi,supernatural,female,ferret prowler,juvenile,hearthside folklore
v4_mascot_shojo_001,Coro,Machine-Bay Guardian,Coro's Machine Bay,cast/v4/v4_mascot_shojo_001.webp,"Coro always returns to unfinished work before starting something flashy; alongside that, Coro makes space for small comforts when tension rises.",pet,shojo,mecha,slice,cyber,female,service robot,adult-equivalent,near-future workshop fiction
v4_mascot_shojo_002,Tavi,Hangar Buddy,Hangar Haunted,cast/v4/v4_mascot_shojo_002.webp,Tavi repairs first and explains later; friends also know Tavi keeps one tiny repair kit close at hand.,pet,shojo,mecha,horror,mystery,male,hover drone,adult-equivalent,near-future gadget fiction
v4_mascot_shojo_003,Puffin,Gearline Sidekick,Gearline Epic,cast/v4/v4_mascot_shojo_003.webp,"Puffin remembers who stayed behind to help clean up. In a crisis, Puffin respects legends without flattening people into symbols.",pet,shojo,mecha,mythology,sports,female,clockwork rabbit,juvenile,storybook wonderland
v4_mascot_shojo_004,Wren,Servo Familiar,Servo Backstage,cast/v4/v4_mascot_shojo_004.webp,"Wren trusts machines only after testing them under pressure, while outside the big moments Wren would rather admit uncertainty than fake confidence.",pet,shojo,mecha,idol,space,male,idol songbird,juvenile,stage-and-sky storybook
v4_mascot_shojo_005,Ollo,Prototype Helper,Prototype Tide,cast/v4/v4_mascot_shojo_005.webp,"Ollo leaves notes instead of dramatic speeches; when it matters, Ollo treats a bad map as a starting point rather than a disaster.",pet,shojo,mecha,pirate,martial,female,otter sailor,juvenile,harbor adventure fiction
v4_mascot_shojo_006,Nyxie,Second-World Mascot,Second World Harbor,cast/v4/v4_mascot_shojo_006.webp,"Nyxie looks for the local custom before reaching for assumptions. Away from the pressure, Nyxie keeps one small kindness in reserve.",pet,shojo,isekai,horror,pirate,male,patchwork cat,juvenile,urban occult fantasy
v4_mascot_shojo_007,Brim,Stranger-Road Guardian,Stranger Road Signal,cast/v4/v4_mascot_shojo_007.webp,"Brim keeps a tiny notebook of useful mistakes; under pressure, Brim treats information as useful only when somebody can act on it.",pet,shojo,isekai,cyber,martial,female,cyber fox spirit,juvenile,storybook fox-familiar fantasy
v4_mascot_shojo_008,Pori,Portal Buddy,Portal Enchanted,cast/v4/v4_mascot_shojo_008.webp,"Pori asks practical questions when the world stops making sense, but Pori also always notices who has gone quiet.",pet,shojo,isekai,fantasy,samurai,male,fantasy rabbit,juvenile,storybook wonderland
v4_mascot_shojo_009,Drizzle,Crossing Sidekick,Crossing Backstage,cast/v4/v4_mascot_shojo_009.webp,"Drizzle saves the best snack for whoever worked latest; alongside that, Drizzle turns nerves into rhythm once the spotlight lands.",pet,shojo,isekai,idol,comedy,female,chorus puff,adult animal,invented spirit folklore
v4_mascot_shojo_010,Glim,Neighborhood Familiar,Neighborhood Relay,cast/v4/v4_mascot_shojo_010.webp,Glim makes space for small comforts when tension rises; friends also know Glim writes reminders on the backs of receipts.,pet,shojo,slice,sports,idol,male,football terrier,adult animal,storybook sports companion
v4_mascot_shojo_011,Suri,Corner-Shop Helper,Corner Shop Questroad,cast/v4/v4_mascot_shojo_011.webp,"Suri takes the long route when someone needs company. In a crisis, Suri treats strange rules as invitations to learn.",pet,shojo,slice,fantasy,mythology,female,forest fox,juvenile,storybook fox-familiar fantasy
v4_mascot_shojo_012,Tansy,Quiet-Day Mascot,Quiet Day Starwake,cast/v4/v4_mascot_shojo_012.webp,"Tansy remembers the little jobs nobody puts on a schedule, while outside the big moments Tansy keeps one lucky coin and refuses to explain it.",pet,shojo,slice,space,shinobi,male,white star-rabbit,juvenile,storybook wonderland
v4_mascot_shojo_013,Echo,Haunted Guardian,Haunted Training Ground,cast/v4/v4_mascot_shojo_013.webp,"Echo returns borrowed things cleaner than they arrived; when it matters, Echo would rather restart honestly than accept a hollow win.",pet,shojo,horror,sports,samurai,female,ghost mascot,ageless,invented spirit folklore
v4_mascot_shojo_014,Sumi,After-Dark Buddy,After Dark Datastream,cast/v4/v4_mascot_shojo_014.webp,"Sumi stays steady when a room starts feeling wrong. Away from the pressure, Sumi gets quieter as the stakes get higher.",pet,shojo,horror,cyber,comedy,male,night cat,juvenile,urban occult fantasy
v4_mascot_shojo_015,Morrow,Midnight Sidekick,Midnight Spellwood,cast/v4/v4_mascot_shojo_015.webp,"Morrow keeps a spare pen for people who never do; under pressure, Morrow treats strange rules as invitations to learn.",pet,shojo,horror,fantasy,supernatural,female,stitched doll familiar,adult animal,patchwork ghost folklore
v4_mascot_shojo_016,Lark,Chorus Grave-Light Familiar,Grave Light Chorus,cast/v4/v4_mascot_shojo_016.webp,"Lark does not let fear turn other people into punchlines, but Lark also remembers tiny kindnesses for years.",pet,shojo,horror,idol,shinobi,male,songbird,juvenile,stage-and-sky storybook
v4_mascot_shojo_017,Panko,Dreadhouse Helper,Dreadhouse Stewpot,cast/v4/v4_mascot_shojo_017.webp,"Panko carries one completely impractical good-luck charm; alongside that, Panko believes care is easier to trust when it arrives warm.",pet,shojo,horror,cooking,mythology,female,red panda chef,juvenile,cozy kitchen fantasy
v4_mascot_shojo_018,Flick,Haunted Mascot,Haunted Command Post,cast/v4/v4_mascot_shojo_018.webp,Flick checks on the quietest person before checking the exit; friends also know Flick leaves one light on for anyone coming home late.,pet,shojo,horror,military,survival,male,officer cat familiar,juvenile,urban occult fantasy
v4_mascot_shojo_019,Postie,Confession Guardian,Confession Datastream,cast/v4/v4_mascot_shojo_019.webp,"Postie packs for emergencies and forgets ordinary things. In a crisis, Postie treats information as useful only when somebody can act on it.",pet,shojo,romance,cyber,military,female,letter dove,adult animal,storybook letter-courier fantasy
v4_mascot_shojo_020,Kitsu,Heartline Buddy,Heartline Spotlight,cast/v4/v4_mascot_shojo_020.webp,"Kitsu hears what people mean when they cannot quite say it, while outside the big moments Kitsu keeps one seat empty until everyone arrives.",pet,shojo,romance,idol,nordic,male,ribbon fox,juvenile,storybook fox-familiar fantasy
v4_mascot_shojo_021,Dart,Fastbreak Sidekick,Fastbreak Glitchline,cast/v4/v4_mascot_shojo_021.webp,"Dart makes tea before delivering bad news; when it matters, Dart treats information as useful only when somebody can act on it.",pet,shojo,sports,cyber,nordic,female,speed sparrow,adult animal,storybook racing companion
v4_mascot_shojo_022,Miru,Training-Ground Familiar,Training Ground Uproar,cast/v4/v4_mascot_shojo_022.webp,"Miru would rather restart honestly than accept a hollow win. Away from the pressure, Miru always checks whether the quietest person agrees.",pet,shojo,sports,comedy,survival,male,blue slime,ageless,toybox fantasy
v4_mascot_shojo_023,Nub,Touchline Helper,Touchline Command Post,cast/v4/v4_mascot_shojo_023.webp,"Nub keeps one old map even after learning the route; under pressure, Nub expects structure to serve the team rather than the reverse.",pet,shojo,sports,military,supernatural,female,boxy service drone,adult-equivalent,near-future gadget fiction
v4_mascot_shojo_024,Lumi,Glitchline Mascot,Glitchline Backstage,cast/v4/v4_mascot_shojo_024.webp,"Lumi spots the human mistake hiding inside a technical problem, but Lumi also writes down compliments because saying them is harder.",pet,shojo,cyber,idol,samurai,male,festival rabbit,juvenile,storybook wonderland
v4_mascot_shojo_025,Juno,Neon Guardian,Neon Spirit,cast/v4/v4_mascot_shojo_025.webp,"Juno always returns to unfinished work before starting something flashy; alongside that, Juno treats strange phenomena as real without making them sacred.",pet,shojo,cyber,supernatural,survival,female,cyber cat,juvenile,urban occult fantasy
v4_mascot_shojo_026,Rune,Sigil Buddy,Sigil Mischief,cast/v4/v4_mascot_shojo_026.webp,Rune meets wonder with curiosity instead of obedience; friends also know Rune keeps one tiny repair kit close at hand.,pet,shojo,fantasy,comedy,martial,male,wizard bunny,adult animal,storybook wonderland
v4_mascot_shojo_027,Talonette,Enchanted Sidekick,Enchanted Vow,cast/v4/v4_mascot_shojo_027.webp,"Talonette remembers who stayed behind to help clean up. In a crisis, Talonette expects structure to serve the team rather than the reverse.",pet,shojo,fantasy,military,pirate,female,griffin chick,juvenile,high-fantasy menagerie
v4_mascot_shojo_028,Pippit,Faelight Familiar,Faelight Shelter,cast/v4/v4_mascot_shojo_028.webp,"Pippit treats strange rules as invitations to learn, while outside the big moments Pippit would rather admit uncertainty than fake confidence.",pet,shojo,fantasy,survival,nordic,male,mountain rescue dog,juvenile,everyday companion adventure
v4_mascot_shojo_029,Rumbi,Chorus Helper,Chorus Field Order,cast/v4/v4_mascot_shojo_029.webp,"Rumbi leaves notes instead of dramatic speeches; when it matters, Rumbi expects structure to serve the team rather than the reverse.",pet,shojo,idol,military,magical,female,walker robot,adult-equivalent,near-future workshop fiction
v4_mascot_shojo_030,Caper,Spotlight Mascot,Spotlight Trail,cast/v4/v4_mascot_shojo_030.webp,"Caper protects the backstage people as fiercely as the headline act. Away from the pressure, Caper keeps one small kindness in reserve.",pet,shojo,idol,survival,martial,male,pack turtle,adult animal,travelling pack-creature fantasy
v4_mascot_shojo_031,Peppi,Deckside Backstage Guardian,Backstage Deckside,cast/v4/v4_mascot_shojo_031.webp,"Peppi keeps a tiny notebook of useful mistakes; under pressure, Peppi treats a bad map as a starting point rather than a disaster.",pet,shojo,idol,pirate,mythology,female,deck songbird,juvenile,stage-and-sky storybook
v4_mascot_shojo_032,Penny,Stormproof Red-Thread Buddy,Red Thread Stormproof,cast/v4/v4_mascot_shojo_032.webp,"Penny keeps loose details until they connect, but Penny also always notices who has gone quiet.",pet,shojo,mystery,survival,pirate,male,owl scout,adult animal,hearthside folklore
v4_mascot_shojo_033,Pongo,Uproar Sidekick,Uproar Haunting,cast/v4/v4_mascot_shojo_033.webp,"Pongo saves the best snack for whoever worked latest; alongside that, Pongo treats strange phenomena as real without making them sacred.",pet,shojo,comedy,supernatural,pirate,female,spirit penguin,ageless,invented spirit folklore
v4_mascot_shojo_034,Toast,Tasting-Room Familiar,Tasting Room Lantern,cast/v4/v4_mascot_shojo_034.webp,Toast believes care is easier to trust when it arrives warm; friends also know Toast writes reminders on the backs of receipts.,pet,shojo,cooking,supernatural,samurai,male,cookhouse owl,adult animal,hearthside folklore
v4_mascot_shojo_035,Tassel,Wayfarer Helper,Wayfarer Heartline,cast/v4/v4_mascot_shojo_035.webp,"Tassel takes the long route when someone needs company. In a crisis, Tassel protects vulnerable conversations from becoming public theatre.",pet,shojo,isekai,romance,magical,female,portal fox,juvenile,storybook fox-familiar fantasy
v4_mascot_shojo_036,Biscuit,Lockbox Mascot,Lockbox Old God,cast/v4/v4_mascot_shojo_036.webp,"Biscuit does not confuse secrecy with depth, while outside the big moments Biscuit keeps one lucky coin and refuses to explain it.",pet,shojo,mystery,mythology,shinobi,male,guardian lion-dog,juvenile,everyday companion adventure
v4_mascot_shojo_037,Plume,Keepsake Guardian,Keepsake Uproar,cast/v4/v4_mascot_shojo_037.webp,"Plume returns borrowed things cleaner than they arrived; when it matters, Plume knows when a joke will help and when silence will.",pet,shojo,romance,comedy,mystery,female,ballroom dove,adult animal,storybook ballroom fantasy
v4_mascot_shojo_038,Rolo,Stewpot Buddy,Stewpot Sparkle,cast/v4/v4_mascot_shojo_038.webp,"Rolo reads mood the way other people read seasoning. Away from the pressure, Rolo gets quieter as the stakes get higher.",pet,shojo,cooking,magical,martial,male,spell-chef red panda,juvenile,cozy kitchen fantasy
v4_mascot_shojo_039,Crumb,Tasting-Room Sidekick,Tasting Room Voidlane,cast/v4/v4_mascot_shojo_039.webp,"Crumb keeps a spare pen for people who never do; under pressure, Crumb treats distance as something to cross rather than admire.",pet,shojo,cooking,space,survival,female,kitchen dove,adult animal,cozy kitchen storybook
v4_mascot_shojo_040,Dash,Relay Prototype Familiar,Prototype Relay,cast/v4/v4_mascot_shojo_040.webp,"Dash trusts machines only after testing them under pressure, but Dash also remembers tiny kindnesses for years.",pet,shojo,mecha,sports,pirate,male,stadium terrier,adult animal,storybook sports companion
v4_villain_shonen_001,Amin Mansour,Machine-Bay Crossing Kingmaker,Machine Bay Crossing,cast/v4/v4_villain_shonen_001.webp,"Amin carries one completely impractical good-luck charm; alongside that, Amin asks practical questions when the world stops making sense.",villain,shonen,mecha,isekai,mystery,male,human,20–29,Arab mecha / isekai character design
v4_villain_shonen_002,Nadira Halim,Hangar Moon-Echo Schemer,Hangar Moon Echo,cast/v4/v4_villain_shonen_002.webp,Nadira trusts machines only after testing them under pressure; friends also know Nadira leaves one light on for anyone coming home late.,villain,shonen,mecha,supernatural,nordic,female,human,20–29,Indonesian mecha / supernatural character design
v4_villain_shonen_003,Tunde Afolayan,Gearline Stance Saboteur,Gearline Stance,cast/v4/v4_villain_shonen_003.webp,"Tunde packs for emergencies and forgets ordinary things. In a crisis, Tunde listens with the patience of a trained stance.",villain,shonen,mecha,martial,mythology,male,human,30–39,West African mecha / martial arts character design
v4_villain_shonen_004,Paolo Reyes,Crossing Rosebound Broker,Crossing Rosebound,cast/v4/v4_villain_shonen_004.webp,"Paolo looks for the local custom before reaching for assumptions, while outside the big moments Paolo keeps one seat empty until everyone arrives.",villain,shonen,isekai,romance,comedy,male,human,20–29,Filipino isekai / romance character design
v4_villain_shonen_005,Leila Kourosh,Wayfarer Relay Usurper,Wayfarer Relay,cast/v4/v4_villain_shonen_005.webp,"Leila makes tea before delivering bad news; when it matters, Leila measures trust by effort rather than speeches.",villain,shonen,isekai,sports,fantasy,female,human,20–29,Persian isekai / sports character design
v4_villain_shonen_006,Mika Eklund,Second-World Deep-Sky Operator,Second World Deep Sky,cast/v4/v4_villain_shonen_006.webp,"Mika asks practical questions when the world stops making sense. Away from the pressure, Mika always checks whether the quietest person agrees.",villain,shonen,isekai,space,shinobi,nonbinary,human,30–39,Scandinavian isekai / space character design
v4_villain_shonen_007,Oskar Kowalski,Stranger-Road Freewind Kingmaker,Stranger Road Freewind,cast/v4/v4_villain_shonen_007.webp,"Oskar keeps one old map even after learning the route; under pressure, Oskar answers pressure with a grin and a new route.",villain,shonen,isekai,pirate,samurai,male,human,20–29,Polish isekai / pirate character design
v4_villain_shonen_008,Marama Te Aho,Portal Stance Schemer,Portal Stance,cast/v4/v4_villain_shonen_008.webp,"Marama treats impossible rules as something to learn rather than fear, but Marama also writes down compliments because saying them is harder.",villain,shonen,isekai,martial,nordic,female,human,20–29,Maori/Pasifika isekai / martial arts character design
v4_villain_shonen_009,Dariush Darvishi,Homeroom Rosebound Saboteur,Homeroom Rosebound,cast/v4/v4_villain_shonen_009.webp,"Dariush always returns to unfinished work before starting something flashy; alongside that, Dariush hears what people mean when they cannot quite say it.",villain,shonen,slice,romance,nordic,male,human,30–39,Persian slice of life / romance character design
v4_villain_shonen_010,Taeyang Seo,Neighborhood Spotlight Broker,Neighborhood Spotlight,cast/v4/v4_villain_shonen_010.webp,Taeyang remembers the little jobs nobody puts on a schedule; friends also know Taeyang keeps one tiny repair kit close at hand.,villain,shonen,slice,idol,mystery,male,human,20–29,Korean slice of life / idol character design
v4_villain_shonen_011,An Vo,Corner-Shop Deep-Sky Usurper,Corner Shop Deep Sky,cast/v4/v4_villain_shonen_011.webp,"An remembers who stayed behind to help clean up. In a crisis, An keeps perspective when everyone else starts thinking too small.",villain,shonen,slice,space,mythology,female,human,20–29,Vietnamese slice of life / space character design
v4_villain_shonen_012,Namfon Suwann,Quiet-Day Stormproof Operator,Quiet Day Stormproof,cast/v4/v4_villain_shonen_012.webp,"Namfon notices the ordinary routine holding everyone together, while outside the big moments Namfon would rather admit uncertainty than fake confidence.",villain,shonen,slice,survival,martial,nonbinary,human,30–39,Thai slice of life / survival character design
v4_villain_shonen_013,Tunde Sow,Everyday Sea-Road Kingmaker,Everyday Sea Road,cast/v4/v4_villain_shonen_013.webp,"Tunde leaves notes instead of dramatic speeches; when it matters, Tunde answers pressure with a grin and a new route.",villain,shonen,slice,pirate,shinobi,male,human,20–29,West African slice of life / pirate character design
v4_villain_shonen_014,Imogen Edwards,After-Dark Rosebound Schemer,After Dark Rosebound,cast/v4/v4_villain_shonen_014.webp,"Imogen does not let fear turn other people into punchlines. Away from the pressure, Imogen keeps one small kindness in reserve.",villain,shonen,horror,romance,mythology,female,human,20–29,Black British horror / romance character design
v4_villain_shonen_015,Nawin Chaiya,Midnight Saffron Saboteur,Midnight Saffron,cast/v4/v4_villain_shonen_015.webp,"Nawin keeps a tiny notebook of useful mistakes; under pressure, Nawin reads mood the way other people read seasoning.",villain,shonen,horror,cooking,pirate,male,human,30–39,Thai horror / cooking character design
v4_villain_shonen_016,Omid Azimi,Rosebound Chorus Broker,Rosebound Chorus,cast/v4/v4_villain_shonen_016.webp,"Omid takes affection seriously without making it solemn, but Omid also always notices who has gone quiet.",villain,shonen,romance,idol,cooking,male,human,20–29,Persian romance / idol character design
v4_villain_shonen_017,Tove Eklund,Keepsake Moon-Echo Usurper,Keepsake Moon Echo,cast/v4/v4_villain_shonen_017.webp,"Tove saves the best snack for whoever worked latest; alongside that, Tove accepts the uncanny without losing interest in the person inside it.",villain,shonen,romance,supernatural,magical,female,human,20–29,Scandinavian romance / supernatural character design
v4_villain_shonen_018,Lin Fang,Touchline Network Operator,Touchline Network,cast/v4/v4_villain_shonen_018.webp,Lin measures trust by effort rather than speeches; friends also know Lin writes reminders on the backs of receipts.,villain,shonen,sports,cyber,magical,nonbinary,human,30–39,Chinese diaspora sports / cyber character design
v4_villain_shonen_019,Khoa Vo,Podium Field-Order Kingmaker,Podium Field Order,cast/v4/v4_villain_shonen_019.webp,"Khoa takes the long route when someone needs company. In a crisis, Khoa likes plans that still make sense after people get tired.",villain,shonen,sports,military,space,male,human,20–29,Vietnamese sports / military character design
v4_villain_shonen_020,Nicha Rattanakorn,Relay Trail Schemer,Relay Trail,cast/v4/v4_villain_shonen_020.webp,"Nicha would rather restart honestly than accept a hollow win, while outside the big moments Nicha keeps one lucky coin and refuses to explain it.",villain,shonen,sports,survival,nordic,female,human,20–29,Thai sports / survival character design
v4_villain_shonen_021,Neo Khoza,Datastream Casefile Saboteur,Datastream Promise,cast/v4/v4_villain_shonen_021.webp,"Neo returns borrowed things cleaner than they arrived; when it matters, Neo keeps loose details until they connect.",villain,shonen,cyber,mystery,nordic,male,human,30–39,Southern African cyber / mystery character design
v4_villain_shonen_022,Omari Hassan,Enchanted Uproar Broker,Enchanted Uproar,cast/v4/v4_villain_shonen_022.webp,"Omari keeps one practical foot on the ground around impossible things. Away from the pressure, Omari gets quieter as the stakes get higher.",villain,shonen,fantasy,comedy,space,male,human,20–29,East African fantasy / comedy character design
v4_villain_shonen_023,Ayanda Dlamini,Encore Punchline Usurper,Encore Punchline,cast/v4/v4_villain_shonen_023.webp,"Ayanda keeps a spare pen for people who never do; under pressure, Ayanda cuts tension with timing that never targets the vulnerable.",villain,shonen,idol,comedy,survival,female,human,20–29,Southern African idol / comedy character design
v4_villain_shonen_024,Billie Owusu,Casefile Moonbow Operator,Casefile Moonbow,cast/v4/v4_villain_shonen_024.webp,"Billie keeps loose details until they connect, but Billie also remembers tiny kindnesses for years.",villain,shonen,mystery,magical,shinobi,nonbinary,human,30–39,Black British mystery / magical character design
v4_villain_shonen_025,Micah Campbell,Cipher Relic Kingmaker,Cipher Relic,cast/v4/v4_villain_shonen_025.webp,"Micah carries one completely impractical good-luck charm; alongside that, Micah carries old stories as instructions rather than museum pieces.",villain,shonen,mystery,mythology,samurai,male,human,20–29,Black British mystery / mythology character design
v4_villain_shonen_026,Naledi Naidoo,Field-Order Otherworld Schemer,Field Order Otherworld,cast/v4/v4_villain_shonen_026.webp,Naledi expects structure to serve the team rather than the reverse; friends also know Naledi leaves one light on for anyone coming home late.,villain,shonen,military,supernatural,shinobi,female,human,20–29,Southern African military / supernatural character design
v4_villain_shonen_027,Tama Niko,Haunting Starwake Saboteur,Haunting Starwake,cast/v4/v4_villain_shonen_027.webp,"Tama packs for emergencies and forgets ordinary things. In a crisis, Tama keeps perspective when everyone else starts thinking too small.",villain,shonen,supernatural,space,survival,male,human,30–39,Maori/Pasifika supernatural / space character design
v4_villain_shonen_028,Adriel Reyes,Starwake Sparkle Broker,Starwake Sparkle,cast/v4/v4_villain_shonen_028.webp,"Adriel plans for isolation without surrendering to it, while outside the big moments Adriel keeps one seat empty until everyone arrives.",villain,shonen,space,magical,pirate,male,human,20–29,Filipino space / magical character design
v4_villain_shonen_029,Callia Rallis,Charmwork Sparring Usurper,Charmwork Sparring,cast/v4/v4_villain_shonen_029.webp,"Callia makes tea before delivering bad news; when it matters, Callia listens with the patience of a trained stance.",villain,shonen,magical,martial,samurai,female,human,20–29,Greek magical / martial arts character design
v4_villain_shonen_030,Kai Wojcik,Relic Northwind Operator,Relic Northwind,cast/v4/v4_villain_shonen_030.webp,"Kai carries old stories as instructions rather than museum pieces. Away from the pressure, Kai always checks whether the quietest person agrees.",villain,shonen,mythology,nordic,shinobi,nonbinary,human,30–39,Polish mythology / nordic character design
v4_villain_shonen_031,Taimur Khan,Machine-Bay Questroad Kingmaker,Machine Bay Questroad,cast/v4/v4_villain_shonen_031.webp,"Taimur keeps one old map even after learning the route; under pressure, Taimur meets wonder with curiosity instead of obedience.",villain,shonen,mecha,fantasy,survival,male,human,20–29,Pakistani mecha / fantasy character design
v4_villain_shonen_032,Mali Virote,Dreadhouse Encore Schemer,Dreadhouse Compass,cast/v4/v4_villain_shonen_032.webp,"Mali does not let fear turn other people into punchlines, but Mali also writes down compliments because saying them is harder.",villain,shonen,horror,idol,mystery,female,human,20–29,Thai horror / idol character design
v4_villain_shonen_033,Minato Takeda,Everyday Training-Ground Saboteur,Everyday Training Ground,cast/v4/v4_villain_shonen_033.webp,"Minato always returns to unfinished work before starting something flashy; alongside that, Minato measures trust by effort rather than speeches.",villain,shonen,slice,sports,samurai,male,human,30–39,Japanese slice of life / sports character design
v4_villain_shonen_034,Diego Soto,Chorus Field-Order Broker,Chorus Harbor,cast/v4/v4_villain_shonen_034.webp,Diego protects the backstage people as fiercely as the headline act; friends also know Diego keeps one tiny repair kit close at hand.,villain,shonen,idol,military,nordic,male,human,20–29,Mexican idol / military character design
v4_villain_shonen_035,Mira Patel,Banner Tide Usurper,Banner Tide,cast/v4/v4_villain_shonen_035.webp,"Mira remembers who stayed behind to help clean up. In a crisis, Mira answers pressure with a grin and a new route.",villain,shonen,military,pirate,mythology,female,human,20–29,Indian military / pirate character design
v4_villain_shonen_036,Kauri Kingi,Grave-Light Otherworld Operator,Grave Light Otherworld,cast/v4/v4_villain_shonen_036.webp,"Kauri stays steady when a room starts feeling wrong, while outside the big moments Kauri would rather admit uncertainty than fake confidence.",villain,shonen,horror,supernatural,samurai,nonbinary,human,30–39,Maori/Pasifika horror / supernatural character design
v4_villain_shonen_037,Tariq McKenzie,Hangar Freewind Kingmaker,Hangar Freewind,cast/v4/v4_villain_shonen_037.webp,"Tariq leaves notes instead of dramatic speeches; when it matters, Tariq answers pressure with a grin and a new route.",villain,shonen,mecha,pirate,romance,male,human,20–29,Afro-Caribbean mecha / pirate character design
v4_villain_shonen_038,Ariadne Marin,Portal Epic Schemer,Portal Epic,cast/v4/v4_villain_shonen_038.webp,"Ariadne treats impossible rules as something to learn rather than fear. Away from the pressure, Ariadne keeps one small kindness in reserve.",villain,shonen,isekai,mythology,cooking,female,human,20–29,Mediterranean isekai / mythology character design
v4_villain_shojo_001,Gaia Conti,Prototype Everyday Schemer,Prototype Everyday,cast/v4/v4_villain_shojo_001.webp,"Gaia keeps a tiny notebook of useful mistakes; under pressure, Gaia makes space for small comforts when tension rises.",villain,shojo,mecha,slice,cyber,female,human,20–29,Mediterranean mecha / slice of life character design
v4_villain_shojo_002,Taimur Abbasi,Machine-Bay Dreadhouse Saboteur,Machine Bay Dreadhouse,cast/v4/v4_villain_shojo_002.webp,"Taimur repairs first and explains later, but Taimur also always notices who has gone quiet.",villain,shojo,mecha,horror,space,male,human,20–29,Pakistani mecha / horror character design
v4_villain_shojo_003,Tara Kapoor,Hangar Fastbreak Broker,Hangar Fastbreak,cast/v4/v4_villain_shojo_003.webp,"Tara saves the best snack for whoever worked latest; alongside that, Tara would rather restart honestly than accept a hollow win.",villain,shojo,mecha,sports,comedy,female,human,30–39,Indian mecha / sports character design
v4_villain_shojo_004,Rikuya Matsuda,Gearline Saffron Usurper,Gearline Saffron,cast/v4/v4_villain_shojo_004.webp,Rikuya trusts machines only after testing them under pressure; friends also know Rikuya writes reminders on the backs of receipts.,villain,shojo,mecha,cooking,magical,male,human,20–29,Japanese mecha / cooking character design
v4_villain_shojo_005,Yeji Han,Crossing Otherworld Operator,Crossing Otherworld,cast/v4/v4_villain_shojo_005.webp,"Yeji takes the long route when someone needs company. In a crisis, Yeji treats strange phenomena as real without making them sacred.",villain,shojo,isekai,supernatural,cyber,female,human,20–29,Korean isekai / supernatural character design
v4_villain_shojo_006,Kiran Rao,Wayfarer Stewpot Kingmaker,Wayfarer Stewpot,cast/v4/v4_villain_shojo_006.webp,"Kiran looks for the local custom before reaching for assumptions, while outside the big moments Kiran keeps one lucky coin and refuses to explain it.",villain,shojo,isekai,cooking,military,nonbinary,human,30–39,Indian isekai / cooking character design
v4_villain_shojo_007,Nina Vieira,Second-World Sparkle Schemer,Second World Sparkle,cast/v4/v4_villain_shojo_007.webp,"Nina returns borrowed things cleaner than they arrived; when it matters, Nina makes room for wonder without becoming careless.",villain,shojo,isekai,magical,survival,female,human,20–29,Brazilian isekai / magical character design
v4_villain_shojo_008,Tuna Arslan,Quiet-Day Grave-Light Saboteur,Quiet Day Grave Light,cast/v4/v4_villain_shojo_008.webp,"Tuna notices the ordinary routine holding everyone together. Away from the pressure, Tuna gets quieter as the stakes get higher.",villain,shojo,slice,horror,magical,male,human,20–29,Turkish slice of life / horror character design
v4_villain_shojo_009,Thao Tran,Everyday Spellwood Broker,Everyday Spellwood,cast/v4/v4_villain_shojo_009.webp,"Thao keeps a spare pen for people who never do; under pressure, Thao treats strange rules as invitations to learn.",villain,shojo,slice,fantasy,cooking,female,human,30–39,Vietnamese slice of life / fantasy character design
v4_villain_shojo_010,Dion Kusuma,Homeroom Mischief Usurper,Homeroom Mischief,cast/v4/v4_villain_shojo_010.webp,"Dion makes space for small comforts when tension rises, but Dion also remembers tiny kindnesses for years.",villain,shojo,slice,comedy,samurai,male,human,20–29,Indonesian slice of life / comedy character design
v4_villain_shojo_011,Lucille Lefevre,Midnight Signal Operator,Midnight Signal,cast/v4/v4_villain_shojo_011.webp,"Lucille carries one completely impractical good-luck charm; alongside that, Lucille treats information as useful only when somebody can act on it.",villain,shojo,horror,cyber,samurai,female,human,20–29,French horror / cyber character design
